feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,label,src_ip,dst_ip
-0.29181126,-1.5631908,0.88310975,-0.0778372,-0.18047991,3.1931076,0.2987529,-0.75179106,-0.4263576,1.1484457,0.11327041,-1.438278,0.9192289,-0.6681441,1.8732978,1.0800481,-0.4473219,1.2810163,0.06785551,0.85277367,0.4847328,-0.84635663,-0.64354986,1.0299609,-0.33477533,-0.40364847,-0.9551226,0.42359906,2.062525,-1.0675329,0.024219457,1.4122206,-0.079641394,0.4523718,-1.0623935,0.4283071,-0.18714426,0.98573,1.187386,2.5895636,0.5796332,0.3257963,0.1943843,-0.35316628,0.33848384,-0.29540142,0.16846098,1.3175975,-1.0065426,1.1398785,1.3171151,-0.11806852,-2.1218548,-0.607822,1.2969946,-0.022868061,-0.9993022,-0.5047749,0.84062004,0.54673356,-0.2389321,-0.36682442,-0.39175814,-0.9224102,1.6153756,-0.32232046,1.2171586,1.521316,0.9983109,-0.4316203,0.4037301,-0.024195606,-0.90370184,0.32435927,-1.1790398,1.1876794,-0.4646173,0.20115966,0.28328788,-0.25890496,0.5866938,-0.47490364,0.8712973,Benign,192.168.1.70,10.0.1.231
-0.6513227,1.4781206,2.5794578,0.64268744,0.36411905,2.2273107,1.7029979,2.1681767,1.2680004,2.1023738,2.9055142,1.2515447,1.4335643,1.5998464,3.623144,1.1406502,0.52469885,2.1615303,1.6184211,-1.4879242,1.637595,0.09950199,1.833844,1.531413,1.4067395,1.6616865,0.7690679,1.3657472,1.6679208,1.6339914,2.5035384,0.2967615,2.2417495,1.1697681,2.0499892,1.267641,2.9908822,0.9359948,0.59343016,1.1111709,0.3769941,2.7101796,-0.15633664,-0.26389903,0.6163205,1.8498622,3.105011,1.7671783,1.4790876,0.7530922,2.4805906,0.63415486,1.0413976,1.6260115,1.2231303,2.1344042,2.7686207,-0.91632164,1.5472311,0.68328154,-0.59927607,2.262662,2.5062742,1.1693912,2.324506,2.6693048,1.8658205,2.882817,1.982029,0.6367084,-0.37254047,1.0206525,-0.14155152,2.8869371,1.7289076,0.9087788,1.5196663,0.9901113,3.181418,0.84029627,2.063693,0.36170202,0.3500841,WebAttack-XSS,192.168.2.177,10.0.0.119
0.45436734,0.82303023,1.4076136,0.53307194,-0.32055104,1.7753398,0.4043914,1.9371989,0.6119572,-0.90885806,1.104341,1.0258744,2.1320314,3.1921723,-0.16389987,1.9234005,1.6023327,2.4316194,1.2043989,0.3385812,0.65652686,-0.06416822,2.0740998,1.8824143,3.8578115,0.66506153,0.7846258,0.43672067,-0.99313295,0.17592943,1.2118504,1.6242263,0.2931858,1.4822042,0.68973494,1.4053649,3.4636366,2.2575114,1.6490966,0.08562597,-0.91133726,-0.18508229,1.7720453,-0.13725384,1.7619634,1.1771929,0.52294797,0.47980195,1.1546643,2.3696566,0.566333,2.222085,1.2115774,1.5237467,2.0772114,2.1082642,1.6226132,0.8477801,0.8054616,1.9794806,0.5704776,0.92525154,0.751951,1.5497463,0.8777628,-0.39234665,0.17749192,1.7943376,2.101181,0.9297994,2.5442264,-0.0072308993,1.6809707,1.2957948,0.78622216,2.929127,0.02246962,2.1305838,2.6907518,1.0764014,1.9133942,1.6272854,1.3713335,BruteForce-SSH,192.168.3.46,10.0.3.98
0.26032183,-0.13430874,0.8108083,0.79348874,-1.7485319,1.3043402,-1.662492,1.0325462,1.1267052,-1.0909665,-0.4108143,-1.1057047,-0.21492103,-0.30803427,0.7796605,1.3103087,1.3956838,-0.562168,-0.20922187,-1.6834382,-0.80587006,0.9648516,1.6155828,-1.2343489,-0.59246427,-0.026405757,0.28016117,-0.8096035,0.42406103,-0.47383934,-0.014452271,0.54628426,0.0064222696,-0.4363859,-0.109609805,-0.08836296,-0.37001103,-0.25879607,1.5986471,0.56091946,-0.2954803,0.6969544,-0.33381948,1.1731247,0.3696422,-0.107302144,0.44771692,-1.5708761,-1.1267675,-1.193925,0.1429431,1.732515,2.2313,0.6380511,0.5008445,-1.8010577,-0.5426738,-0.78778374,-0.6208476,-0.16814382,-0.47209057,-1.9792998,0.74791026,-1.072743,0.23924686,2.0740826,-0.9193846,-2.5302875,-0.28600422,1.1009597,1.9583474,-1.2295496,0.4966992,-0.46531045,-0.10594835,2.6443434,-1.5029703,0.25373966,0.46769318,1.0857863,0.09798315,0.30805054,-0.39164856,Benign,192.168.2.149,10.0.2.210
0.26912695,-0.34319228,0.6215719,-0.36961034,0.3771004,-0.029262813,1.1260502,-0.051393725,-1.7730324,1.2619215,-0.9057323,-0.65376633,-0.5956613,1.374438,-2.1356742,3.1377485,1.0560569,0.22323892,-0.054894,0.28555408,0.52112246,0.6452156,0.55560446,0.089580685,-0.19733842,-0.15127328,-0.19490828,1.1337701,0.5935567,-2.9403887,0.6559008,0.1947362,-0.018708756,-0.38851845,1.1241127,0.94752645,-0.7728777,0.40705228,-0.97165674,-1.3796182,-0.6267172,0.8623935,0.95312506,0.5130854,0.7250958,0.5161783,-0.6414816,0.43192255,0.8004095,0.75429136,1.1889133,0.70830387,0.3514482,1.0701503,-0.02652126,-0.8818747,-0.16306697,-0.7449027,-0.6751783,-0.14451867,-0.7924199,-0.30796152,-1.8936146,0.2132937,0.0012054754,-0.8170886,0.65924567,0.93757015,-1.6075599,-0.76272476,-0.7691423,-0.9399031,0.82947487,-0.19382614,-0.26451483,-2.0038624,0.63541806,-1.2392584,0.05993263,0.27737695,1.3606586,-1.3088204,-3.0195122,Benign,192.168.6.131,10.0.1.70
0.18384954,1.8005112,1.2389463,0.20965941,-0.4916362,0.8071226,-0.9735462,0.47635776,0.50547016,1.0602099,2.75966,0.39241597,-0.50896364,-0.025574312,-1.7690759,-0.6947131,-0.40928245,-0.5240884,0.15235487,-0.82241994,1.1210307,0.00020706492,-0.009300321,-0.32789472,0.15519068,0.8250983,-0.8671302,-0.65811646,-0.30372602,-1.345871,-0.81925786,-0.47622088,0.8743892,0.26256132,0.19358991,0.85089797,-0.1373718,0.39046484,-0.10322175,0.26536235,-0.58275867,-2.4388173,-0.13427916,1.4227481,0.9262154,0.9653975,1.2361307,0.08865759,0.19731571,-0.6176519,-0.31607285,0.6157712,1.2038845,-0.13944627,-0.45018926,0.00052795885,0.6012067,-1.4438548,-2.296181,-0.5505369,-1.2207124,-0.5081402,-0.14778031,-0.4532484,1.4524676,0.32674477,0.30047435,0.62220716,-1.1388332,1.0391117,-0.07576428,0.6704806,-1.0718572,-1.5537587,0.81788963,0.37640953,-0.90205157,-0.86966306,1.1254348,-1.1894119,1.6426729,-0.90062076,0.6383919,Benign,192.168.3.60,10.0.4.54
-0.32861847,0.60318744,-0.544114,-0.1627929,0.040919177,-1.0021875,0.74082434,-0.5132136,-0.22859992,-0.99434936,-2.5623336,-0.19102776,2.4126155,0.7846043,-0.01926038,-0.26289082,0.022465892,0.54711914,-1.1808128,1.1143217,0.7153813,0.7181857,0.43847573,0.019616658,0.6728612,0.59181416,-0.3540407,-0.5736018,0.1018563,1.5490202,-1.2391071,-1.4675252,0.16476084,0.0508877,0.17334166,0.2439532,-0.22320226,1.4898634,-1.600904,-0.82849705,-0.10325476,-1.6431888,-0.1758544,1.6614702,0.020886488,0.23070091,-1.2601647,-0.6163614,-0.37519637,-0.3177151,1.2816437,0.55769104,-1.111458,0.24650478,0.49822176,1.140149,1.5805407,-1.0150942,-0.81085753,-1.2575779,-0.23401986,0.46635836,0.9873345,-0.075951025,-0.31984752,0.15175799,-0.8351429,2.0895388,-1.607661,0.18474057,2.0236063,0.0067998446,-0.19003904,-0.35744542,-0.18039168,1.3728485,-2.2118618,1.5334337,-1.4239571,-0.26665232,-0.42924443,0.58855325,-1.5981244,Benign,192.168.2.118,10.0.1.119
0.46217266,2.0243096,-1.363174,0.18970616,-0.6619822,0.4258872,0.019147778,-0.6414869,0.48787227,1.8043481,-0.1909038,0.7197579,-1.293273,-0.9564364,0.47240627,1.4841161,0.35561335,-0.31305802,-0.00070859457,-1.2504077,0.6045153,0.88233304,-0.45209032,-0.47004214,0.26587823,-0.43671975,-0.06613261,2.0997217,-0.2470257,-0.35834014,-0.6475418,0.74419194,-0.18122417,-0.64937305,1.3213041,1.419603,-0.6004236,-1.86654,1.0075136,-0.6846298,0.7906256,-1.9701039,0.8925973,-1.211172,0.7307641,0.014273068,-0.95393944,-0.4070363,0.68631846,0.105894454,0.584413,1.9764405,-1.5642416,1.6172125,0.10435594,-0.89878404,-1.3303137,-0.1891204,0.9216501,-0.12754913,1.5111549,-1.4511757,-0.012088948,-1.2523935,0.36363187,0.8868874,-0.4207618,-2.604214,0.19894814,0.43673855,0.40429476,1.2357821,-1.0710536,0.68021613,1.1925075,-1.7785876,0.3196518,-0.50417984,-0.08152267,0.3476765,-0.48722857,-0.67570806,0.03415242,Benign,192.168.8.48,10.0.1.42
-1.087246,-1.0858251,0.67937326,-1.148794,0.6663125,0.4625913,-1.7258067,-0.6775647,1.1941094,-0.9811655,-0.46440426,0.4620609,0.7833905,-0.25153887,-0.5975102,1.4223698,1.7388997,0.97885805,0.08531814,-0.80826575,-0.8304444,0.5225141,0.41839823,1.4015986,0.6504501,-1.5030802,1.0519476,-0.99806064,-0.38397127,0.2502002,1.9956675,3.1099186,0.60672307,-0.18319662,0.53450567,0.88765544,-0.32066762,1.7952113,0.23007075,0.4977431,0.66592425,0.4215866,0.8389405,-0.6172532,-0.55830175,-1.1001543,0.43950123,0.7789365,0.45777288,1.6744925,-0.005596019,0.66874164,-1.0917009,-0.3870997,0.69553775,0.84910214,-0.29396695,-0.07159925,-1.5178738,-0.3570292,0.8903832,0.575205,0.5006657,0.049773686,0.007063159,-0.6603211,0.6988284,0.42097294,0.49201885,-0.52603483,-2.153343,1.0971527,-0.47883746,-0.86277574,0.6934789,-0.39201263,1.0599364,0.61700594,0.6835693,-1.3659557,1.211944,0.26125053,-0.36927715,Benign,192.168.4.38,10.0.4.20
0.14338847,-1.7762352,0.4086528,-1.0293715,-1.3526703,-1.5223591,1.1126884,-0.6292634,1.5337278,-0.5358015,-1.707358,-1.1165245,1.2358116,-0.15589818,-0.5482873,0.16001822,0.5017827,1.1173989,1.4484992,-0.35976866,-1.3260477,-0.41346517,0.26028052,-0.96375895,-0.95715094,0.34378788,-0.04865235,0.032796994,-0.75849533,-0.23040071,-0.92423314,0.8901984,1.0352494,-1.8461878,-0.92951083,-1.4965292,-0.65002394,-0.08343797,-1.4496452,-0.9218598,-1.0039574,0.20726733,0.069344334,-0.72173756,0.17682087,-0.5466801,-0.2716551,1.6734521,1.340461,-1.2995813,0.8297324,0.81139654,-1.1482633,0.8187776,1.5379319,-1.1225448,-0.9175028,1.0176615,0.2714953,0.5514763,0.34058923,0.39069593,-1.3264722,1.0473177,1.16959,-0.22939074,-0.04347695,-1.5311075,0.51425475,0.5720574,-0.062191017,1.1243534,-0.33407724,0.56460595,-1.0196643,-0.023552151,-0.17435426,0.22530793,-0.36952692,-0.1314726,0.8260472,-0.43676424,-1.6065772,Benign,192.168.5.186,10.0.4.130
2.6108086,3.375479,-0.6084711,1.6712825,1.3576763,1.476935,2.182936,0.6278633,0.32736152,-0.11306193,0.2652107,-0.3310783,0.9081434,0.85691017,2.2682736,2.6289268,-0.060614612,0.93590283,1.3627889,0.99668676,0.9014853,2.028085,1.1708318,0.56176454,1.4591271,2.55109,0.40615153,1.4572089,1.9085239,0.9329786,2.5934823,3.204563,0.44416797,0.33000553,1.0365323,1.3606585,1.1745541,3.39863,-0.19478872,2.4148583,0.59949154,2.5713582,3.2201161,0.3961762,0.3290031,1.8892852,0.7010104,1.7435247,0.9866118,-0.031945612,0.50640243,0.0028648234,0.047496032,3.0951455,-0.5696786,2.1743226,1.3878633,0.9542799,1.4372724,2.0962176,1.3799466,1.6098282,1.3199924,-0.07038172,0.34152827,0.30516294,4.1006947,2.9513302,-0.7810301,0.29001394,2.0400949,2.3812509,1.9146216,0.4851899,0.44427854,1.4909016,1.6662046,-1.6558423,0.64256996,0.8047731,1.0208504,4.0569434,1.9878521,DDoS-TCP_Flood,192.168.9.193,10.0.4.33
-0.3135297,0.9218015,0.4826879,0.4200945,0.60685056,2.0565436,-1.1308885,0.47363207,-0.9263811,0.55551267,-0.9186865,-0.4173668,-0.2950899,0.9758167,0.91845447,-1.2457174,0.05493411,-0.7095798,-1.2585049,-0.21701705,-0.3084828,2.4267166,0.43295982,-1.3776175,-0.564774,1.0213833,2.0884428,-1.5859833,-1.8799244,1.8709651,0.38961416,-0.86829275,0.5346291,-2.6357477,0.0033755065,0.32782117,0.92427015,-1.013896,0.08568716,-0.92542464,0.25538376,-0.89534634,-0.40810084,-0.9958154,0.6511362,0.8584511,-0.23462057,0.038237996,-1.4485915,-0.29967666,-0.050204616,2.620793,-1.111967,1.4641773,0.9968588,0.2806364,1.7586205,0.37210548,0.3891592,-0.053120654,1.2235689,1.0964693,-0.6256773,-1.3192472,-0.20298064,-0.8000386,-0.063524574,1.2374381,-0.45730165,-0.04282338,0.058022734,0.8484309,-2.2468894,-0.6067003,0.2112837,1.200079,-0.49190244,-1.8765527,0.61971146,-0.6353624,-1.1896666,-0.62434536,-0.18452536,Benign,192.168.5.137,10.0.0.149
-0.6047447,-2.2055662,0.8970662,1.274875,0.651522,-1.1376857,-0.20149153,-0.0065213153,0.5987944,0.6683405,-0.7341738,0.081995554,0.4572804,1.4558223,0.7045065,0.78905666,0.08382663,1.4104592,0.4097628,-0.8610879,1.40337,0.6979033,-0.443044,-0.47949296,0.29657555,0.4631848,0.19729227,0.31130868,1.6999574,1.0715431,0.19063559,0.9413106,-1.0325239,0.39792705,1.8093064,-0.21804589,-0.84763396,-0.6520889,-1.089633,-0.7847619,-0.3705081,-1.405567,0.015618334,0.9022772,-0.9077562,1.5192839,0.5107921,1.0305806,-0.65783453,0.8545252,-1.0919338,0.8902475,0.17183934,0.5532512,-1.1755946,-0.89506984,0.5972282,-0.948348,0.4632063,-1.3671378,0.8481742,-1.2325233,0.5522999,0.6256309,-0.6967718,0.58202654,0.26044226,-0.53884184,-1.0085547,-1.9626257,0.34965006,-1.5648028,0.0953442,-0.2634482,0.6791428,-0.3020455,-0.32944778,0.7318707,0.33505803,0.31615597,0.46926758,-1.5355722,0.7567887,Benign,192.168.9.233,10.0.2.170
0.6124688,-1.0166831,-0.24408047,-0.03930729,-0.13449678,0.33385998,1.4313668,1.0817667,-1.3122191,0.62207,1.3289334,0.3868085,1.0909804,2.0122705,1.0237095,0.2493086,1.0450885,0.14488783,0.023903044,-0.35141423,1.5634134,-0.8184287,1.5323677,0.49986413,-1.3993062,0.3676493,-2.1000266,0.625508,0.8852315,-0.59235597,0.123547696,1.9541575,-0.5057467,-1.0589076,1.4816633,1.9625872,0.003695672,1.011463,1.341476,-0.7424842,-0.48530585,1.2308745,1.6850142,0.5628809,-0.8798143,1.9870611,-0.5309709,-0.33513778,0.34233785,1.5541605,0.85397595,0.4148655,0.46328852,0.04351467,0.5581395,-2.52956,-0.29660746,0.24132194,-1.1510141,0.3863233,-0.20447122,1.7554756,1.5730197,-0.46580556,-0.1508377,-0.073947564,-0.45165947,0.19502498,-0.75828207,-1.1306154,0.62271124,0.6295296,-0.80431575,0.8953554,-0.63157773,0.25316525,0.82034403,-0.033612564,0.4547409,-0.51642966,-0.19646658,-0.20585944,-0.74657834,Benign,192.168.4.157,10.0.1.74
